f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,sin_angle,cos_angle,angle_deg,state
0.0,0.0,0.0,0.17784837,-0.17059359,0.03658395,0.37941116,-0.44687313,-0.0011966656,0.6272786,-0.5619757,0.07359756,0.80716914,-0.6540044,0.02590595,0.73866206,-0.36680743,0.043829206,1.2118262,-0.31752053,0.0496287,1.4933374,-0.38640502,0.05992908,1.7364008,-0.30117303,0.01219387,0.9954648,-0.032039795,0.08957307,1.3215764,-0.027249034,0.034852423,1.6287336,-0.08495765,-0.028475506,1.9921783,-0.013254819,-0.00971906,0.7257196,0.26248303,-0.02821583,1.1457694,0.26656762,0.07174209,1.4999785,0.27748483,0.0038054273,1.7654606,0.2551621,0.05680974,0.7444131,0.6157463,0.07776254,0.8881718,0.6484546,0.047763318,1.328071,0.5945764,0.017950576,1.4682014,0.522932,0.10558078,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.2981664,-0.18557271,0.021410441,0.46420246,-0.4276977,0.01936479,0.64889896,-0.500986,0.08501364,0.8545188,-0.681961,0.102089375,0.8653315,-0.38909826,0.022796946,1.2757286,-0.23851866,0.13022931,1.6364852,-0.27828434,0.09658402,1.8222855,-0.38808325,-0.0019403694,0.99989945,-0.012157993,-0.007299476,1.3951701,-0.02332545,0.0048961495,1.6650736,-0.032068457,-0.06717505,1.9999031,-0.027305773,0.02134688,0.88453984,0.37132642,0.051057603,1.2531244,0.35098627,0.03744184,1.6499829,0.24909608,0.029849049,1.7207054,0.34195513,0.06526759,0.8718742,0.6554444,0.055042617,1.1235219,0.6263101,0.0035829556,1.392837,0.6095257,0.057747,1.6705818,0.6156894,-0.04537547,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.24193121,-0.31104112,0.035951912,0.4849664,-0.47603726,-0.032260906,0.65068424,-0.5440347,-0.0065582567,0.8687623,-0.64675593,0.007391139,0.8351285,-0.32253212,-0.0012997704,1.215835,-0.36474693,0.084788114,1.5523998,-0.36241555,0.018527497,1.7200927,-0.4336639,0.074325755,0.9981435,-0.056229845,0.023404507,1.302453,-0.085217714,0.0673302,1.6852978,-0.10121652,-0.017894842,1.965738,-0.06936386,-0.022110112,0.89244854,0.29197866,0.049830474,1.2351016,0.16994447,0.12348785,1.5238388,0.2056675,-0.019709837,1.7624406,0.26869646,-0.059995726,0.7358017,0.50037754,0.019106846,1.0277417,0.481241,-0.015540919,1.377899,0.6050081,0.015548151,1.5561585,0.5017682,-0.038680207,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.27745903,-0.34627658,-0.02557597,0.4949471,-0.5820221,0.05244574,0.6712622,-0.6447796,-0.0075664823,0.83995813,-0.6736855,0.012412929,0.92645305,-0.4203684,0.012968468,1.3770638,-0.37964088,0.0013275619,1.7434952,-0.43752187,0.035285138,1.8664266,-0.48770642,0.059357222,0.9896117,-0.14369828,-0.0044098916,1.4166756,-0.09737351,0.09068085,1.8407264,-0.060676515,0.004000484,2.12525,-0.09934377,-0.013687598,0.9518166,0.24325353,0.046972997,1.3539126,0.3205621,-0.03908966,1.6962376,0.29820105,-0.052393995,1.9022138,0.2836854,-0.019729247,0.85318094,0.573402,0.00090105453,1.0934422,0.5040053,0.06080425,1.4688551,0.64105934,0.022553377,1.752255,0.6738587,0.09585976,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.23505642,-0.06522483,0.124009304,0.46655795,-0.42180458,0.12176029,0.6760907,-0.5656611,-0.022572502,0.87976336,-0.7004027,0.12176368,0.8629495,-0.27117985,0.045523193,1.2962689,-0.26014277,0.034404855,1.6533868,-0.34385997,0.005507856,1.9706082,-0.3872224,0.049936343,0.9987735,-0.029149111,0.04002222,1.4580936,0.010547256,0.0021347194,1.7321738,0.08653187,0.063330516,2.092905,-0.011041931,-0.02399908,0.82259357,0.26931614,0.07900761,1.3315378,0.33851558,0.085743405,1.6685207,0.4245515,-0.004145211,1.8272746,0.3571473,0.013680502,0.7347696,0.7832162,0.16259955,1.0764489,0.63571703,0.037494,1.3593972,0.74310976,0.08711725,1.721661,0.6956793,0.067740604,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.14605182,-0.15677464,-0.021632878,0.42530403,-0.3295548,-0.031046575,0.6200327,-0.51824,-0.00031492912,0.83371705,-0.5763493,0.02872229,0.7894764,-0.2771169,-0.054281045,1.2923377,-0.2441745,0.023585519,1.7389891,-0.26473284,0.007266722,1.7376064,-0.3080981,0.083069235,0.9980456,0.052249294,0.034276176,1.4638953,0.05448723,0.042055894,1.666463,0.06131767,0.049241517,2.1269126,0.10078609,0.010499297,0.8490116,0.2826385,0.03863421,1.2568849,0.41268542,0.092020266,1.6297977,0.41122198,0.057822037,1.9018955,0.39099893,0.008702055,0.740362,0.73055947,0.053036083,1.0437185,0.71965736,-0.007261892,1.398084,0.7095262,0.023483347,1.5588576,0.7107517,-0.0027303412,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.2397217,-0.24822347,-0.027309615,0.35145628,-0.4737553,-0.0298504,0.7047858,-0.6327517,-0.10288188,0.88139534,-0.6851877,-0.0747827,0.8714239,-0.3437252,0.017276475,1.3424344,-0.3706125,-0.13081768,1.6635467,-0.40053082,-0.02442233,1.9005352,-0.42367685,-0.10933982,0.9995145,-0.0300468,-0.008234096,1.3518387,-0.045087848,0.010330606,1.7585185,-0.026347345,0.06526655,2.0272446,0.0020727697,-0.027855048,0.8517247,0.31988868,0.018225694,1.313539,0.27978027,0.003061979,1.614434,0.25689897,-0.051520925,1.8680438,0.30056623,-0.075443916,0.7439147,0.6767834,-0.072744526,1.0386665,0.61258996,-0.03329022,1.3487823,0.60888845,-0.044196416,1.5228753,0.61179894,-0.10118194,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.23565222,-0.21556097,-0.069104604,0.41352874,-0.45769614,-0.01206635,0.6543401,-0.56372195,-0.008265765,0.8396433,-0.6563878,-0.01626622,0.8922946,-0.42767078,-0.09399084,1.3164469,-0.36219275,-0.015556636,1.6054143,-0.3379568,0.007534706,1.8022782,-0.4342613,0.0008510945,0.99491847,-0.09889708,-0.018885218,1.3959798,-0.0003594505,-0.0038718248,1.7278761,0.05194838,-0.038432326,2.0984604,-0.03888668,-0.08705494,0.8259835,0.30734077,0.04736121,1.2466605,0.2957443,-0.07542802,1.6764417,0.30795863,2.3552477e-05,1.8140221,0.29241177,-0.039446555,0.83082885,0.6338444,-0.06803224,1.12255,0.62655497,-0.0031813623,1.4207318,0.58586997,-0.012795492,1.6019557,0.5998733,-0.03426711,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.2718046,-0.2870674,0.010244489,0.5522449,-0.42937976,0.046800427,0.7112897,-0.5675352,0.14031404,0.8605601,-0.6441695,0.049750317,0.8870187,-0.26587018,0.075614266,1.376633,-0.30996963,0.08202118,1.6649739,-0.34733218,0.04725163,1.8520669,-0.3810272,0.022094201,0.99848723,-0.048720866,0.025485842,1.4765,-0.0140052615,0.014757438,1.7202284,0.017747728,0.04547849,2.0581298,-0.0030208598,0.08897283,0.9341905,0.3465329,0.0137792835,1.3678861,0.34442416,0.045686457,1.6663629,0.21780339,-0.021210913,1.8501744,0.22851302,0.06441466,0.8212405,0.607848,0.00062554976,1.1804907,0.6193531,0.0023637493,1.4486467,0.5596147,0.074205376,1.6906999,0.51564837,0.102405615,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.22755904,-0.21996821,0.023542615,0.43516472,-0.49322575,-0.02128089,0.60311973,-0.60421294,-0.002952877,0.9197159,-0.78348243,0.042053618,0.85449386,-0.34105185,0.03841239,1.3190924,-0.4088022,0.043854516,1.6920365,-0.35936034,-0.003110535,1.8051805,-0.43063664,0.03083722,0.99517465,-0.097798765,0.007925897,1.5286281,-0.10519086,0.0035558883,1.7818553,-0.036886755,0.027419789,2.0606833,-0.021197869,0.04915336,0.7319473,0.25470623,0.013767553,1.3733001,0.28472558,-0.021003442,1.6578264,0.3679777,0.024476025,1.9061764,0.23150104,-0.006332226,0.76315755,0.6584871,-0.039556284,1.1991868,0.57466197,0.094422914,1.4575713,0.62327814,-0.054303825,1.6362674,0.58005613,0.06353019,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.3138968,-0.21425466,-0.079050094,0.5177263,-0.44179854,-0.029913265,0.73311955,-0.5355389,-0.029473674,0.9148408,-0.6306523,-0.014976429,0.9018603,-0.3291764,-0.09982654,1.3558456,-0.24883702,-0.10156635,1.6045583,-0.23412114,0.041128013,1.8588902,-0.32295316,-0.01901797,0.99801755,-0.003819639,-0.06281987,1.4936323,0.0714836,0.01979238,1.722538,-0.0060219285,-0.08069368,2.1655102,0.05090638,-0.061732925,0.8634428,0.42315125,-0.09190054,1.3558408,0.34478024,-0.08239753,1.7346317,0.28992406,0.002872115,1.943376,0.25786492,0.00058224995,0.78497833,0.6450262,-0.009318334,1.2110643,0.62741786,-0.08502651,1.4239346,0.6354298,-0.01850084,1.7110432,0.7146716,-0.16340008,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.15876533,-0.14011471,-0.06279831,0.5118051,-0.3194458,0.06669467,0.73021394,-0.49820307,-0.04363456,0.92298657,-0.5418783,-0.08197761,0.8816377,-0.33073047,-0.01711679,1.400788,-0.23789011,-0.009602707,1.7576277,-0.23229101,0.04602505,1.9654738,-0.1743387,0.07171798,0.9829914,0.15034416,0.10547249,1.4905442,0.10628845,0.005457646,1.7928028,0.20744924,0.02009828,2.249618,0.072438024,0.106424205,0.8784422,0.47215825,0.06649293,1.3501996,0.47441393,0.07535438,1.7015097,0.46597636,0.0671818,2.039063,0.36525145,0.05344236,0.8219762,0.9040077,0.061361797,1.1695114,0.83552474,0.0030887062,1.4465191,0.807724,0.024904778,1.7774704,0.91107005,-0.16942804,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.24121045,-0.23937644,-0.020064414,0.480148,-0.5248618,0.0039181584,0.65559095,-0.5117186,-0.020395901,0.85100657,-0.6778165,0.02419779,0.75399554,-0.33897337,0.019908236,1.2218165,-0.32551888,-0.034659747,1.5627133,-0.36229706,-0.021611385,1.7839226,-0.41725698,0.038051587,0.9936776,-0.077150516,0.08156388,1.4242846,-0.02449619,-0.02026046,1.7477878,0.029188696,-0.0015493424,2.054336,-0.066000886,0.04440639,0.81998867,0.28185377,0.030800076,1.2266926,0.32194167,-0.013660963,1.5502434,0.2597693,-0.017741548,1.8049186,0.3191179,-0.0041566035,0.71467316,0.58169657,-0.055872865,0.9775269,0.64869064,0.006537265,1.400413,0.56232095,-0.05557491,1.6148611,0.62425685,-0.009682064,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.30371764,-0.21667504,0.015200587,0.5075698,-0.45729336,-0.018521303,0.6320617,-0.55645823,0.030643122,0.9377424,-0.6710148,-0.02827148,0.9934405,-0.30489662,-0.01572282,1.3186315,-0.33941516,0.018501466,1.6193714,-0.39041063,0.02635899,1.8713857,-0.33668342,0.0015732206,0.99147505,-0.1280209,0.024243714,1.3808678,0.022107394,0.054485206,1.6815236,-0.111216396,0.0401269,2.0868495,-0.031853262,0.008902111,0.9379687,0.25763744,-0.03866362,1.3361099,0.19984646,0.013050847,1.6014673,0.28871012,-0.002938648,1.8077508,0.2968871,0.03780968,0.81898224,0.60609263,0.01336077,1.1319551,0.5983429,-0.04112249,1.4167203,0.64142734,-0.0049500293,1.5706435,0.5577716,0.017586328,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.2796366,-0.13203247,-0.04259942,0.4247218,-0.41879654,-0.10526626,0.7415686,-0.47602487,-0.06267331,0.8562269,-0.5221162,-0.06556347,0.9070364,-0.27591965,-0.0948475,1.348282,-0.2605113,0.0027150312,1.6407527,-0.35537857,-0.09051546,1.929669,-0.33896366,-0.0971106,0.9983966,0.056265324,-0.006206829,1.4009175,-0.0004327419,-0.08197902,1.767962,0.050813064,-0.06402609,2.072914,0.018270157,-0.057078425,0.89134157,0.40257478,-0.04749325,1.3541812,0.4030734,-0.09976746,1.6658763,0.3368622,-0.03419421,1.832822,0.3656453,-0.1488765,0.80115026,0.7762421,-0.0045687277,1.1184076,0.7288532,-0.069561064,1.4940919,0.66938597,-0.09159895,1.6210334,0.7343278,-0.09366017,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.23690784,-0.17033967,0.058880523,0.5525884,-0.39025682,0.043851603,0.62365055,-0.43368602,-0.013673294,0.8936819,-0.6965996,0.13406616,0.84578913,-0.31481698,-0.0108003365,1.2592884,-0.36470976,0.03172794,1.619397,-0.3197965,0.05608388,1.8571677,-0.3562418,0.046820894,0.9989906,0.014707396,0.042443186,1.4196074,-0.08094236,0.058933362,1.6372072,0.095887445,0.016374871,1.9697193,-0.059695147,0.049646925,0.79696095,0.39287204,0.046497796,1.2974868,0.29415855,0.09166833,1.5790588,0.3230672,-0.02230635,1.7763711,0.34880662,0.042140942,0.74422276,0.62989694,-0.0002471648,1.0141038,0.6209693,0.045013875,1.4105939,0.64163274,0.059541523,1.5314157,0.7253369,0.04507851,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.20505361,-0.33705243,0.019413495,0.4244807,-0.41743556,-0.01870234,0.63765186,-0.61983573,0.014540165,0.87933546,-0.6692208,0.08798681,0.87928206,-0.39735872,0.020474097,1.3290312,-0.35969955,-0.009815944,1.5948439,-0.32430476,0.012656461,1.7743579,-0.27062416,-0.018292429,0.9999334,-0.0081772255,-0.008138673,1.3153691,-0.07825588,-0.05860523,1.7171531,-0.034086086,0.03793498,1.9587291,-0.06532724,0.06992282,0.8634879,0.21328104,-0.017447563,1.3001014,0.31657326,-0.06272383,1.5307999,0.27180678,0.031455673,1.7159001,0.27480263,0.009235995,0.7794765,0.5406212,0.043952633,1.0684402,0.49719152,-0.025119808,1.3166676,0.52642965,-0.038173374,1.5558856,0.54317266,-0.018871361,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.23912524,-0.2566629,0.03892417,0.47009736,-0.40959692,-0.0078314515,0.67079234,-0.5285717,0.022414524,0.8720191,-0.6860638,0.013430069,0.8730003,-0.33831766,0.022225086,1.2439425,-0.30016026,0.060524315,1.643738,-0.2987707,-0.0032328595,1.8970642,-0.38235506,0.0016619245,0.9972592,-0.024771884,-0.06971683,1.427529,0.012358744,0.033304874,1.7603905,-0.06970939,0.007497444,2.0128574,-0.0044200337,0.0058284258,0.88536054,0.28686592,0.050218035,1.2546394,0.22029325,0.025919668,1.6991626,0.26497388,-0.034438428,1.8450543,0.24805152,0.005892115,0.7660506,0.59537286,0.057034165,1.0629967,0.6076799,-0.01320061,1.4405037,0.65422297,-0.024610788,1.6303964,0.57093835,0.07197302,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.15091515,-0.18630002,-0.09513271,0.445599,-0.40279934,-0.14545132,0.60574174,-0.44644505,-0.09959368,0.9348787,-0.6751638,-0.11074396,0.83303314,-0.4008411,-0.11281489,1.4232175,-0.38891548,-0.16689937,1.7450042,-0.26202637,-0.13659936,1.9414253,-0.3599388,-0.11051223,0.99279165,-0.036476348,-0.11416693,1.4615544,-0.03731036,-0.14372875,1.7867709,-0.006513054,-0.16395026,2.0929253,0.02155315,-0.18031459,0.95637697,0.32866186,-0.14214899,1.378099,0.41790342,-0.14357765,1.7141991,0.3837675,-0.17314652,1.9514965,0.42794898,-0.11764245,0.7345608,0.72967476,-0.16023049,1.1401455,0.68871844,-0.2128351,1.486336,0.70601887,-0.057893157,1.687468,0.67798585,-0.22367002,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.19207002,-0.11631708,0.011735987,0.38258266,-0.36082783,0.009266961,0.6831692,-0.48767096,-0.049718745,0.8586263,-0.5390621,-0.017916018,0.8108069,-0.2868436,0.012442617,1.3773161,-0.25149986,-0.139397,1.6681974,-0.3872613,-0.05171966,1.8990817,-0.21443291,0.007889625,0.99226147,0.09346218,-0.08174345,1.4272555,0.13277571,-0.02819377,1.7175179,0.10069099,-0.021349523,2.1589642,0.057659484,0.024124004,0.9350858,0.42419803,-0.033034816,1.3281366,0.37906602,-0.045674104,1.6656398,0.38927412,-0.08122896,1.9300097,0.42871115,-0.069750465,0.70462084,0.7362813,-0.08728635,1.1142125,0.7412355,-0.11223355,1.4048493,0.75916016,-0.13147555,1.6602865,0.81732965,-0.10062296,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.2087941,-0.13397603,0.14033937,0.4867351,-0.32671186,0.12363474,0.71997285,-0.48180988,0.039336663,0.9620585,-0.7058913,0.0039535505,0.8266047,-0.33469233,-0.026482947,1.4093173,-0.35643902,-0.04651814,1.7533579,-0.22908314,0.14284194,2.0184436,-0.299758,0.029761225,0.9907407,0.047300152,0.12726118,1.560937,0.07681143,0.07616231,1.903632,0.070823155,0.06869574,2.3426123,0.09974213,0.004464542,1.003289,0.53314275,0.06793416,1.4906687,0.5103204,0.07475503,1.8677826,0.36408508,-0.058589753,2.049492,0.4457585,-0.038358245,0.86001164,0.8220738,0.029284297,1.1674854,0.76830494,0.01935469,1.5687091,0.78284043,0.024814485,1.8868233,0.7755548,0.090794735,0.0,1.0,0.0,CONTROL
0.0,0.0,0.0,0.16411416,-0.3097221,0.13735294,0.5241359,-0.45700786,0.010963487,0.7797514,-0.66381484,0.12410775,0.94703627,-0.686936,-0.023036685,0.9217229,-0.42788884,0.058415536,1.435126,-0.3667511,0.12275591,1.8206707,-0.38594434,0.035352472,2.0171695,-0.28318807,0.066792175,0.99671775,0.035591748,0.07271218,1.5179299,0.052595288,0.06129121,1.9299159,-0.019379338,0.06168058,2.4675963,-0.011590665,0.11800652,0.924631,0.38292617,0.087838754,1.455681,0.43827146,0.12027159,1.7748584,0.32940924,0.0030720432,2.0689366,0.32536027,0.07025593,0.7534159,0.7003,-0.0033569539,1.210707,0.80494606,0.03588756,1.5971887,0.7242231,0.04438857,1.8512205,0.8160355,0.052589834,0.0,1.0,0.0,CONTROL
